l,a,b,p,v,label
2.23472,1.26767,-3.20333,10.101616,0.455269418,robot
27.4808,2.84556,-11.3734,10.101616,0.455269418,robot
9.2846,5.31456,5.27388,10.101616,0.455269418,robot
46.5847,3.90184,-20.1159,10.101616,0.455269418,robot
3.12611,3.3033,-6.41921,10.101616,0.455269418,robot
30.5874,3.65518,-14.9118,10.101616,0.455269418,robot
47.3278,5.97456,-15.6481,10.101616,0.455269418,robot
40.9158,9.39337,23.305,9.983696,0.4437876848,robot
10.2302,4.51284,-1.03103,9.025792,0.3505176864,robot
17.826,4.4361,-2.40847,9.025792,0.3505176864,robot
27.9969,5.66912,8.18403,9.025792,0.3505176864,robot
47.7325,6.9283,-20.2651,6.75184,0.1393897303,robot
39.0947,5.21237,-11.4149,4.503888,0.0528711806,robot
12.1502,2.59923,4.18164,4.503888,0.0528711806,robot
8.96889,5.17917,4.57425,11.263892,0.7396564773,robot
48.45,5.07295,-7.8453,11.263892,0.7396564773,robot
61.8205,7.25272,-19.3912,11.263892,0.7396564773,robot
13.904,5.56285,-0.5275,11.263892,0.7396564773,robot
6.31535,4.2799,3.797,10.321524,0.5870857339,robot
14.0783,4.23855,-1.84772,9.733276,0.50615018,robot
5.84843,2.85593,-3.43263,9.733276,0.50615018,robot
5.59059,3.72081,0.0870935,9.733276,0.50615018,robot
66.5453,7.29015,-14.1587,9.733276,0.50615018,robot
23.1817,9.4388,-13.483,8.8258,0.3812928532,robot
49.3649,5.3836,-12.2797,8.120856,0.3071682318,robot
2.47723,2.78768,-0.977339,8.120856,0.3071682318,robot
66.1985,3.98624,-4.50205,8.120856,0.3071682318,robot
9.09443,4.51552,1.33577,8.120856,0.3071682318,robot
5.46344,4.33825,-1.2764,8.120856,0.3071682318,robot
31.7781,5.7104,-4.83744,8.120856,0.3071682318,robot
5.47384,2.35913,-3.56214,9.18278,0.425257394,robot
11.4276,1.85078,0.298892,9.18278,0.425257394,robot
11.4994,3.82573,-0.881524,9.18278,0.425257394,robot
10.0511,3.30094,-7.58716,9.18278,0.425257394,robot
64.4824,4.37724,-16.2831,9.18278,0.425257394,robot
13.4361,2.57839,1.15601,9.18278,0.425257394,robot
21.061,2.71299,-10.3606,6.261512,0.1051991228,robot
29.5328,7.40157,-25.4164,6.261512,0.1051991228,robot
66.1144,4.22327,-10.1964,6.165144,0.1015384109,robot
6.18548,3.91314,-1.25037,6.165144,0.1015384109,robot
13.5574,9.00997,6.66199,11.390392,0.7308650095,lantern
61.3738,9.9496,-18.6552,11.390392,0.7308650095,robot
12.5374,6.55173,-1.37365,11.390392,0.7308650095,robot
19.9327,6.86689,-6.18818,11.390392,0.7308650095,robot
14.5176,9.64152,6.10409,11.390392,0.7308650095,knife
55.166,8.96659,11.9123,11.390392,0.7308650095,tape
57.2033,8.56169,-13.2938,7.012248,0.1993226496,robot
69.8504,9.16806,-19.1424,7.012248,0.1993226496,robot
5.69141,7.63038,-14.2273,7.012248,0.1993226496,robot
52.778,8.64478,6.55679,7.012248,0.1993226496,battery-9V
30.5669,9.24449,-15.1546,7.012248,0.1993226496,robot
5.81756,5.68988,-8.96596,7.012248,0.1993226496,robot
57.6712,9.04885,1.10969,7.012248,0.1993226496,harmonica
37.9589,13.5552,20.6485,7.012248,0.1993226496,woodbrush
70.0564,6.1961,5.57686,7.012248,0.1993226496,harmonica
77.7619,7.63056,23.0601,7.012248,0.1993226496,woodbrush
13.4483,9.82273,-0.892053,14.345984,1.5535314132,knife
79.7766,6.68648,3.4031,10.605124,0.6672579092,tape
27.7845,10.1541,0.676447,10.605124,0.6672579092,lantern
3.48186,3.74591,-0.169726,10.605124,0.6672579092,lantern
84.0725,-1.89729,49.8096,10.205108,0.5997135129,plastic
91.9532,-10.6987,59.1767,8.744504,0.3714261851,plastic
6.65977,5.62111,-6.74525,8.744504,0.3714261851,robot
72.3585,5.85923,17.0792,8.744504,0.3714261851,woodbrush
48.8191,10.4976,-15.0021,6.582324,0.1642108862,robot
41.4636,8.52421,-15.8177,6.308856,0.145314217,robot
7.26442,5.21732,-7.36165,6.308856,0.145314217,robot
4.20015,4.79332,-3.38957,6.308856,0.145314217,robot
24.2052,5.58675,-11.9235,6.308856,0.145314217,robot
22.1602,6.50387,-11.9089,6.308856,0.145314217,robot
57.0641,13.3565,4.92095,6.308856,0.145314217,battery-9V
61.228,10.6379,-4.28341,6.308856,0.145314217,harmonica
81.949,7.80872,-2.51378,6.308856,0.145314217,harmonica
24.8843,4.93343,2.43393,6.308856,0.145314217,robot
2.29212,2.58795,-0.613174,6.308856,0.145314217,robot
60.381,9.93592,-18.4514,6.308856,0.145314217,robot
83.4246,3.60736,-8.0897,6.308856,0.145314217,robot
77.127,8.15863,1.70542,8.858456,0.3955777644,tape
6.04305,7.98919,-2.64572,8.858456,0.3955777644,knife
69.0858,13.7835,47.8794,8.514304,0.3555902188,plastic
48.2888,11.0382,0.0552394,8.514304,0.3555902188,battery-9V
50.6004,11.7873,0.20646,8.514304,0.3555902188,harmonica
8.66031,7.60971,1.91309,8.514304,0.3555902188,lantern
11.2776,10.8714,-9.95862,8.514304,0.3555902188,robot
43.3698,15.7636,25.3119,8.514304,0.3555902188,woodbrush
72.638,11.4601,21.608,7.165556,0.198877132,woodbrush
22.8378,13.0802,0.119288,6.193332,0.1281805688,robot
33.7079,52.2487,-81.9943,5.60098,0.1002550974,robot
25.5739,11.735,-4.04433,5.60098,0.1002550974,robot
49.2902,11.9666,-11.4507,5.60098,0.1002550974,robot
69.5391,6.47986,-19.0105,5.60098,0.1002550974,robot
2.70438,3.92421,-2.33107,5.60098,0.1002550974,robot
68.3665,7.40419,-17.0487,5.60098,0.1002550974,robot
13.7212,7.6111,-4.54318,5.60098,0.1002550974,robot
25.3778,10.7111,-22.045,5.60098,0.1002550974,robot
55.0384,5.61899,-7.56445,5.60098,0.1002550974,robot
34.5401,10.5707,-26.7885,5.60098,0.1002550974,robot
29.8743,7.23795,-8.2099,5.60098,0.1002550974,robot
67.4576,7.32815,-26.4105,5.60098,0.1002550974,robot
9.38573,9.15803,-17.5751,5.60098,0.1002550974,robot
3.02824,3.01365,0.490501,16.861236,1.5256591068,bag
13.0408,8.83975,-0.218818,12.190676,0.8578175517,knife
76.3823,7.32282,8.77898,7.983168,0.2561876216,tape
8.61384,6.57684,2.88598,7.983168,0.2561876216,lantern
81.1428,7.05468,79.3452,5.561208,0.0908734908,plastic
88.0506,-4.11531,71.5199,5.561208,0.0908734908,plastic
17.1206,8.49751,-3.42923,5.561208,0.0908734908,robot
33.3616,10.4277,-11.8073,5.561208,0.0908734908,robot
26.2458,11.704,5.82619,5.561208,0.0908734908,robot
5.23055,3.16695,0.62675,5.561208,0.0908734908,bag
28.3136,10.4107,23.0575,5.561208,0.0908734908,bag
20.8524,5.99167,0.0833479,5.561208,0.0908734908,knife
84.2862,3.86579,4.91864,5.561208,0.0908734908,tape
29.127,6.13546,6.95725,5.561208,0.0908734908,lantern
92.2846,-3.76579,40.0625,5.561208,0.0908734908,plastic
